class,tweets,clean_text
0,No problem. How are you doing?,problem doing
0,I'm on the bus. Love you,im bus love
0,I will come tomorrow di,come tomorrow di
0,I think it's all still in my car,think car
0,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",hi wkend ok journey terrible wk good huge log marking
0,"Hi this is yijue, can i meet u at 11 tmr?",hi yijue meet u 11 tmr
0,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,howz painit come todaydo said ystrdayice medicine
0,"Omw back to tampa from west palm, you hear what happened?",omw tampa west palm hear happened
0,Ugh. Gotta drive back to sd from la. My butt is sore.,ugh gotta drive sd la butt sore
0,Discussed with your mother ah?,discussed mother ah
1,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,save money wedding lingerie wwwbridalpetticoatdreamscouk choose superb selection national delivery brought weddingfriend
0,"Call me, i am senthil from hsbc.",senthil hsbc
0,ALSO TELL HIM I SAID HAPPY BIRTHDAY,tell said happy birthday
1,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,bought ringtone getting texts costing 3 pound offering tones
0,Will do. Have a good day,good day
0,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,today iz yellow rose day u love frndship 1 misscall amp send ur frndz amp miss calls u u 6missed u marry ur lover
0,Company is very good.environment is terrific and food is really nice:),company goodenvironment terrific food really nice
0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow going theatre come u tell come tomorrow
0,Hi happy birthday. Hi hi hi hi hi hi hi,hi happy birthday hi hi hi hi hi hi hi
0,K.i did't see you.:)k:)where are you now?,ki didt youkwhere
0,I will come to ur home now,come ur home
0,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",okey doke im home dressed cos laying ill speak later bout times stuff
0,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",speak bcaz mobile problem listen cannt listen voice calls later
0,I am in bus on the way to calicut,bus way calicut
0,Good night my dear.. Sleepwell&amp;Take care,good night dear sleepwellamptake care
0,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,lol know theyre dramatic schools closed tomorrow apparently drive inch snow supposed
0,Dear got bus directly to calicut,dear got bus directly calicut
0,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",piggy r u awake bet ure sleeping im going 4 lunch
0,He's in lag. That's just the sad part but we keep in touch thanks to skype,hes lag thats just sad touch thanks skype
0,Guess he wants alone time. We could just show up and watch when they do..,guess wants time just watch
0,Have you not finished work yet or something?,finished work
0,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",sorry left phone upstairs ok hectic birds fell swoop date
0,Lemme know when you're here,lemme know youre
0,Do you think i can move  &lt;#&gt;  in a week,think ltgt week
0,Infact happy new year. How are you where are you when are we seeing,infact happy new year seeing
0,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,thats good lets thank god complete drug lots water beautiful day
0,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",way transport problematic sat night way u want ask n join bday feel free need know definite nos booking fri
0,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",yo chance friend wanted ask big order
0,Went fast asleep dear.take care.,went fast asleep deartake care
1,Promotion Number: 8714714 - UR awarded a City Break and could WIN a �200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 �1.50perWKsub,promotion number 8714714 ur awarded city break win �200 summer shopping spree wk txt store 88039 skilgme tscs087147403231winawkage16 �150perwksub
0,"Ok, be careful ! Don't text and drive !",ok careful dont text drive
0,Tell them u have a headache and just want to use 1 hour of sick time.,tell u headache just want use 1 hour sick time
0,"If we hit it off, you can move in with me :)",hit
0,How much would it cost to hire a hitman,cost hire hitman
0,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,hi moved in2 pub great 2 c u u cud come
0,I'm awake oh. What's up.,im awake oh whats
0,Sent me de webadres for geting salary slip,sent webadres geting salary slip
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night ended day morning come special way smile like sunny rays leaves worries blue blue bay gud mrng
0,Ya but it cant display internal subs so i gotta extract them,ya display internal subs gotta extract
0,I'm okay. Chasing the dream. What's good. What are you doing next.,im okay chasing dream whats good doing
0,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,sorry right happens r 2waxsto wat want come ill medical insurance shell able deliver basic care im currently shopping right medical insurance just til friday morning thats ill major person guide right insurance
0,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,came hostel m going sleep plz class hrishi
0,You tell what happen dont behave like this to me. Ok no need to say,tell happen dont behave like ok need say
0,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",dont think u got think use got good ni8
0,What Today-sunday..sunday is holiday..so no work..,todaysundaysunday holidayso work
0,Why de. You looking good only:-)..,looking good
0,Do u hav any frnd by name ashwini in ur college?,u hav frnd ashwini ur college
0,Does uncle timi help in clearing cars,does uncle timi help clearing cars
0,Just send a text. We'll skype later.,just send text skype later
0,"Sir, I am waiting for your mail.",sir waiting mail
0,How are you doing. How's the queen. Are you going for the royal wedding,doing hows queen going royal wedding
0,Haha... Really oh no... How? Then will they deduct your lesson tmr?,haha really oh deduct lesson tmr
0,Genius what's up. How your brother. Pls send his number to my skype.,genius whats brother pls send number skype
0,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,idk im sitting stop shop parking lot right bawling eyes feel like im failure wants feel like im failing
1,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for �3/wk,freeringtone reply real poly real1 1 pushbutton 2 dontcha 3 babygoodbye 4 golddigger 5 webeburnin 1st tone free 6 u join �3wk
0,Smith waste da.i wanna gayle.,smith waste dai wanna gayle
0,Can u get pic msgs to your phone?,u pic msgs phone
0,What is this 'hex' place you talk of? Explain!,hex place talk explain
0,How long does it take to get it.,long does
0,Reason is if the team budget is available at last they buy the unsold players for at base rate..,reason team budget available buy unsold players base rate
0,No. Thank you. You've been wonderful,thank youve wonderful
0,Thats cool. I want to please you...,thats cool want
0,"Yeah, we can probably swing by once my roommate finishes up with his girl",yeah probably swing roommate finishes girl
0,"Nah, Wednesday. When should I bring the mini cheetos bag over?",nah wednesday bring mini cheetos bag
0,You were supposed to wake ME up &gt;:(,supposed wake gt
0,I'm in office now . I will call you  &lt;#&gt;  min:),im office ltgt min
0,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK ��MORROW. C U THIS WK? WHO WAS THE MSG 4? �� RANDOM!,th gower mate r u man good wales ill b ��morrow c u wk msg 4 �� random
0,What happened in interview?,happened interview
1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16
0,No da..today also i forgot..,datoday forgot
0,Or just do that 6times,just 6times
0,Was doing my test earlier. I appreciate you. Will call you tomorrow.,doing test earlier appreciate tomorrow
0,Huh so early.. Then �_ having dinner outside izzit?,huh early � having dinner outside izzit
0,"As usual..iam fine, happy &amp; doing well..:)",usualiam fine happy amp doing
0,Oi when you gonna ring,oi gonna ring
0,"Sorry,  in meeting I'll call you later",sorry meeting ill later
0,I will lick up every drop :) are you ready to use your mouth as well?,lick drop ready use mouth
0,Nah im goin 2 the wrks with j wot bout u?,nah im goin 2 wrks j wot bout u
0,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,tomarrow want got court ltdecimalgt come bus stand 9
0,Me too! Have a lovely night xxx,lovely night xxx
0,Am surfing online store. For offers do you want to buy any thing.,surfing online store offers want buy thing
0,:-) :-),
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say slowly godi love amp need youclean heart bloodsend special people amp u c miracle tomorrow itplspls
